Keyword,Difficulty,"Search vol.",Position,"Previous position",Competition,CPC,URL,Traffic,"Traffic share","Traffic cost"
"glendalough glamping",7,210,11,12,0.19,0.32,https://hotels.cloudbeds.com/en/reservas/MouCwO,2,0.54,0.67
"black sheep hostel killarney",6,210,16,18,0.32,1.35,https://hotels.cloudbeds.com/reservation/ExN1mG,2,0.54,2.84
"king sitric howth",8,260,14,15,0.18,1.00,https://hotels.cloudbeds.com/reservation/VntZJy,2,0.54,2.6
"sheilas cork hostel",6,200,18,16,0.37,1.17,https://hotels.cloudbeds.com/en/reservation/2FYtdq,2,0.54,2.34
"tipperary house dublin",6,210,23,21,0.46,1.22,https://hotels.cloudbeds.com/en/reservas/KX4qYm?ga_sess_id=917894779.1566172800,2,0.54,2.56
"how to improve hotel business",34,10,3,5,0.00,N/A,https://www.cloudbeds.com/articles/top-7-ways-to-increase-hotel-sales/,1,0.27,0
"durty nelly's amsterdam",7,100,11,9,0.39,1.72,https://hotels.cloudbeds.com/reservation/sVtoMq,1,0.27,1.72
"hazelwood student accommodation",5,110,19,27,0.18,0.31,https://hotels.cloudbeds.com/reservation/Ob8n59,1,0.27,0.34
pitchup,8,170,13,17,0.01,0.34,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/115003360273-How-to-Connect-Pitchup-to-myfrontdesk,1,0.27,0.58
"hotel target market example",16,10,2,3,0.00,N/A,https://www.cloudbeds.com/articles/how-to-identify-your-hotels-target-market/,1,0.27,0
"hostelworld inbox",48,50,9,9,0.01,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/206228677-How-to-connect-Hostelworld-and-or-Hostelbookers-to-myallocator,1,0.27,0
"front desk operations",16,10,2,4,0.00,N/A,https://www.cloudbeds.com/articles/optimize-propertys-front-desk-operations/,1,0.27,0
"standard operating procedure hospitality industry",7,10,3,3,0.00,N/A,https://www.cloudbeds.com/articles/hotel-standard-operating-procedure/,1,0.27,0
"functions of hotel management system",12,10,2,5,0.57,N/A,https://www.cloudbeds.com/articles/8-functions-your-property-management-system-needs/,1,0.27,0
"book now app",66,10,2,1,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/205469018-How-to-Setup-and-Customize-BookNow-our-Free-Booking-App,1,0.27,0
"tablet hotels",28,170,19,14,0.21,0.34,https://myallocator.cloudbeds.com/hc/en-us/articles/360020630954-How-to-Connect-Tablet-Hotels-with-myallocator,1,0.27,0.58
revpar,14,110,29,33,0.02,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/217996258-RevPar-Report,1,0.27,0
"haven hotel dunmore east waterford",7,50,10,15,0.40,0.51,https://hotels.cloudbeds.com/reservation/geMfAX,1,0.27,0.61
ecomotel,5,10,3,5,0.00,N/A,https://hotels.cloudbeds.com/reservation/4EfKId,1,0.27,0
"hotel distribution strategy",6,10,3,4,0.00,N/A,https://www.cloudbeds.com/articles/creating-a-profitable-hotel-distribution-strategy/,1,0.27,0
"destiny student new mill dublin",6,40,8,56,0.24,0.32,https://destinystudent.cloudbeds.com/reservation/jxfdpn?referral_id=113&association_direct=1,1,0.27,0.4
"glamping ireland wicklow",5,140,28,25,0.12,N/A,https://hotels.cloudbeds.com/reservation/MouCwO,1,0.27,0
"black sheep hostel",6,170,17,23,0.24,1.29,https://hotels.cloudbeds.com/reservation/ExN1mG,1,0.27,2.19
"fitzsimons hotel dublin",6,110,29,25,0.43,1.12,https://hotels.cloudbeds.com/en/reservas/DSmsQa?ga_sess_id=206340471.1583366400,1,0.27,1.23
"kinsale hostel",6,110,22,25,0.39,1.17,https://hotels.cloudbeds.com/reservation/oYeAtG,1,0.27,1.29
"sheila's hostel",6,170,21,19,0.39,1.73,https://hotels.cloudbeds.com/en/reservation/2FYtdq,1,0.27,2.94
"mr and mrs smith hotels",17,50,9,11,0.28,0.38,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360016012413-How-to-Connect-Mr-Mrs-Smith-Smith-Hotels-to-myfrontdesk,1,0.27,0.49
"pms system",41,40,7,7,0.47,4.15,https://www.cloudbeds.com/articles/8-functions-your-property-management-system-needs/,1,0.27,5.81
"the black sheep hostel",6,110,18,23,0.22,0.76,https://hotels.cloudbeds.com/reservation/ExN1mG,1,0.27,0.84
"vrbo login",25,50,7,6,0.11,0.01,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/219875188-How-to-Connect-Vacation-Rentals-By-Owner-VRBO-HomeAway-Calendar-Based-Channel-with-myfrontdesk,1,0.27,0.02
"airbnb email",25,40,8,8,0.13,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360054072893-Why-I-didn-t-receive-Airbnb-guest-email-,1,0.27,0
"function of property management system in hotel",12,10,2,2,0.00,N/A,https://www.cloudbeds.com/articles/8-functions-your-property-management-system-needs/,1,0.27,0
"burtown house",9,130,15,13,0.02,N/A,https://hotels.cloudbeds.com/en/reservas/OucmUT?ga_sess_id=73791220.1581897600,1,0.27,0
"home lisbon hostel",7,40,9,11,0.30,2.02,https://hotels.cloudbeds.com/en/reservas/wHxUS6?ga_sess_id=1426685607.1579478400,1,0.27,2.1
"the haven dunmore east",7,30,7,6,0.10,0.59,https://hotels.cloudbeds.com/reservation/geMfAX,1,0.27,0.62
"tripadvisor login",34,170,22,16,0.01,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360017581893-How-to-Connect-Tripadvisor-Instant-Booking-to-myfrontdesk,1,0.27,0
"hrs extranet",66,110,29,36,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/206255407-Working-with-HRS-Room-Types-and-Rates,1,0.27,0
"front desk customer service tips",8,10,39,39,0.00,N/A,https://www.cloudbeds.com/articles/optimize-propertys-front-desk-operations/,0,0.00,0
"the burren hostel",5,60,24,24,0.37,0.68,https://hotels.cloudbeds.com/en/reservation/TpNMy4?ga_sess_id=148213970.1612396800,0,0.00,0.41
"how to get more direct bookings hotel",8,10,9,5,0.00,N/A,https://www.cloudbeds.com/articles/direct-bookings-hotel/,0,0.00,0
"expedia login",62,10,57,49,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/211154627-How-to-create-an-account-List-your-property-on-all-channel-Online-Travel-Agency-accounts,0,0.00,0
"pms hotel",23,20,33,16,0.71,4.02,https://www.cloudbeds.com/articles/8-functions-your-property-management-system-needs/,0,0.00,0
"best hotel booking engine",14,10,33,42,0.95,N/A,https://www.cloudbeds.com/articles/best-hotel-booking-engine/,0,0.00,0
"top online travel agencies",20,10,21,21,0.48,N/A,https://www.cloudbeds.com/articles/analysis-of-major-online-travel-agencies-otas/,0,0.00,0
"kildare b&b",5,260,93,93,0.50,0.83,https://hotels.cloudbeds.com/reservation/eAzVNb,0,0.00,0
"seo for hotels",12,10,34,34,0.25,N/A,https://www.cloudbeds.com/articles/seo-hotel-websites/?utm_medium=social&utm_source=facebook&utm_campaign=build-a-brand,0,0.00,0
"hospitality software companies",9,10,33,36,0.00,N/A,https://www.cloudbeds.com/articles/hotel-management-software-guide/,0,0.00,0
"best booking engine for hotels",13,10,32,48,0.95,N/A,https://www.cloudbeds.com/articles/best-hotel-booking-engine/,0,0.00,0
"online booking engine",22,10,26,38,0.33,N/A,https://www.cloudbeds.com/booking-engine/,0,0.00,0
"donegal hostels",5,100,91,91,0.25,0.58,https://hotels.cloudbeds.com/ja/reservation/N4yAWo,0,0.00,0
flipkey,24,320,60,45,0.16,0.15,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/217996158-Myfrontdesk-and-Calendar-Channels-Such-As-VRBO-Flipkey-and-Homeaway,0,0.00,0
"rowan tree ennis",5,210,66,64,0.12,0.65,https://hotels.cloudbeds.com/en/reservas/U2IaUu/,0,0.00,0
"ambergris price in india",16,10,72,72,0.00,N/A,https://hotels.cloudbeds.com/reservation/NEXIjz,0,0.00,0
"sagepay ireland",6,10,23,13,0.11,1.06,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/219014288-SagePay-Connection-Guide-,0,0.00,0.11
"what is front office operations",13,10,9,11,0.00,N/A,https://www.cloudbeds.com/articles/optimize-propertys-front-desk-operations/,0,0.00,0
"front office department in hotel",22,10,12,12,0.00,N/A,https://www.cloudbeds.com/articles/optimize-propertys-front-desk-operations/,0,0.00,0
"expedia partner central login",19,30,41,23,0.13,1.57,https://myallocator.cloudbeds.com/hc/en-us/articles/205458098-How-to-Connect-Expedia-to-myallocator,0,0.00,0
"rembrandt square amsterdam hotels",6,40,61,63,0.43,1.86,https://hotels.cloudbeds.com/reservation/Ft1PUT,0,0.00,0
bookabed,40,2300,62,54,0.01,1.10,https://hotels.cloudbeds.com/reservation/GT80M4,0,0.00,0
"top hotel software",29,10,30,49,0.00,N/A,https://www.cloudbeds.com/articles/top-10-signs-its-time-to-upgrade-your-hotel-management-software/,0,0.00,0
"hotels ruse",6,10,62,50,0.00,N/A,https://hotels.cloudbeds.com/reservation/ZzZ5Ur,0,0.00,0
"booking hostels",33,110,63,57,0.53,1.77,https://www.cloudbeds.com/hostels/,0,0.00,0
"training for front office staff",10,10,60,60,0.00,N/A,https://www.cloudbeds.com/articles/optimize-propertys-front-desk-operations/,0,0.00,0
"importance of front office",13,10,32,89,0.00,N/A,https://www.cloudbeds.com/articles/optimize-propertys-front-desk-operations/,0,0.00,0
mrandmrssmith,17,110,61,49,0.13,0.24,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360016012413-How-to-Connect-Mr-Mrs-Smith-Smith-Hotels-to-myfrontdesk,0,0.00,0
"pci compliance email credit card information",16,10,63,99,0.14,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/227167088-Cloudbeds-Security-Features-and-PCI-DSS-Certification,0,0.00,0
"pms reservation system",42,10,25,20,0.00,N/A,https://www.cloudbeds.com/property-management-system/,0,0.00,0
"cloud hotel management",65,10,19,13,0.00,N/A,https://www.cloudbeds.com/articles/hotel-management-software-guide/,0,0.00,0
"auckland new zealand hotels",7,30,83,79,0.68,2.43,https://hotels.cloudbeds.com/reservation/KRLvko,0,0.00,0
"hostels galway",49,4400,57,57,0.43,1.85,https://hotels.cloudbeds.com/reservation/nA7sR9,0,0.00,0
"self service check-in hotels",15,10,45,55,0.07,N/A,https://www.cloudbeds.com/articles/contactless-guest-experience/,0,0.00,0
"room service procedure in hotel",13,10,92,92,0.00,N/A,https://www.cloudbeds.com/articles/hotel-standard-operating-procedure/,0,0.00,0
"bar standard operating procedures",4,10,54,82,0.11,N/A,https://www.cloudbeds.com/articles/hotel-standard-operating-procedure/,0,0.00,0
"avenue hostel budapest",6,30,19,18,0.38,2.87,https://hotels.cloudbeds.com/en/reservas/2LSk1D?ga_sess_id=315219173.1534723200,0,0.00,0.86
"airbnb app not working",25,10,65,65,0.14,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/360009716614-Errors-during-Airbnb-API-mapping-process-and-issues-after-connection,0,0.00,0
"hotel reservation system wikipedia",84,10,22,26,0.00,N/A,https://www.cloudbeds.com/,0,0.00,0
"airbnb map not working",10,10,10,13,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/360009716614-Errors-during-Airbnb-API-mapping-process-and-issues-after-connection,0,0.00,0
"front office checklist",4,10,10,17,0.00,N/A,https://www.cloudbeds.com/articles/optimize-propertys-front-desk-operations/,0,0.00,0
"blas donegal town",4,140,59,59,0.03,1.11,https://hotels.cloudbeds.com/reservation/ZzZ5Ur,0,0.00,0
"agoda member sign up",14,10,6,13,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/211154627-How-to-create-an-account-List-your-property-on-all-channel-Online-Travel-Agency-accounts,0,0.00,0
"ok hostel madrid",6,40,57,8,0.39,2.75,https://yeshostels.cloudbeds.com/reservation/rfkOt2?referral_id=17&association_direct=1,0,0.00,0
"importance of front office department",48,10,26,31,0.00,N/A,https://www.cloudbeds.com/articles/optimize-propertys-front-desk-operations/,0,0.00,0
"accommodation howth",5,140,35,36,0.66,1.19,https://hotels.cloudbeds.com/reservation/VntZJy,0,0.00,0
"function of front office in hotel",20,10,53,53,0.00,N/A,https://www.cloudbeds.com/articles/optimize-propertys-front-desk-operations/,0,0.00,0
"hotel check in system",33,10,84,84,0.00,N/A,https://www.cloudbeds.com/property-management-system/,0,0.00,0
"cloud based hotel pms",26,10,19,26,0.00,N/A,https://www.cloudbeds.com/articles/how-cloud-based-hotel-software-is-changing-the-hospitality-industry/,0,0.00,0
"market distribution strategy",46,10,93,93,0.14,N/A,https://www.cloudbeds.com/articles/creating-a-profitable-hotel-distribution-strategy/,0,0.00,0
"expedia sign in",54,10,37,37,0.00,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/212522067-How-to-Connect-Expedia-with-myfrontdesk,0,0.00,0
"room clean",54,10,78,78,0.25,2.01,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/216540808-How-do-I-know-if-a-room-is-clean-or-dirty-when-assigning-the-room-,0,0.00,0
"homeaway owner login",36,50,32,17,0.11,0.45,https://myallocator.cloudbeds.com/hc/en-us/articles/360005155193-How-to-connect-Vacation-Rentals-By-Owner-VRBO-HomeAway-with-myallocator,0,0.00,0
"granada hostel",6,10,61,70,0.36,1.48,https://hotels.cloudbeds.com/en/reservas/nYAc6W?ga_sess_id=1288394868.1575676800,0,0.00,0
"hostelworld business login",28,10,33,19,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/211154627-How-to-create-an-account-List-your-property-on-all-channel-Online-Travel-Agency-accounts,0,0.00,0
"types of accommodation",5,20,66,78,0.01,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360038464274-Accommodation-Types-Overview,0,0.00,0
"lightspeed pos login",31,10,49,49,0.00,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360001900713-Lightspeed-Restaurant-POS-Connection-Guide,0,0.00,0
"miyazaki cork opening hours",14,20,66,66,0.00,N/A,https://hotels.cloudbeds.com/reservation/ZzZ5Ur,0,0.00,0
"good hotel service examples",52,10,39,13,0.00,N/A,https://www.cloudbeds.com/articles/types-hotel-guests/,0,0.00,0
"hostelworld contact",28,20,49,49,0.05,0.63,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/212874477-How-to-connect-Hostelworld-Hostelbookers-to-myfrontdesk,0,0.00,0
"small hotel booking software",13,10,24,32,0.86,N/A,https://www.cloudbeds.com/hotel-management-software/,0,0.00,0
"web based hotel booking software",29,10,64,36,0.00,N/A,https://www.cloudbeds.com/booking-engine/,0,0.00,0
"opera hotel software",5,10,76,76,0.69,N/A,https://www.cloudbeds.com/lp/opera/,0,0.00,0
"hotel operations manager checklist",12,10,29,53,0.00,N/A,https://www.cloudbeds.com/articles/optimize-propertys-front-desk-operations/,0,0.00,0
"online hotel booking software",29,10,70,62,0.06,N/A,https://www.cloudbeds.com/booking-engine/,0,0.00,0
"cheap hotels in carlow",8,80,72,72,0.59,0.68,https://hotels.cloudbeds.com/reservation/ZzZ5Ur,0,0.00,0
"hotel booking engine for website free",32,10,4,8,0.00,N/A,https://www.cloudbeds.com/booking-engine/,0,0.00,0
"front office procedures in hotels",9,10,9,9,0.00,N/A,https://www.cloudbeds.com/articles/optimize-propertys-front-desk-operations/,0,0.00,0
"the saddleroom",8,10,22,41,0.18,0.84,https://hotels.cloudbeds.com/reservation/hF9s8T,0,0.00,0.08
"hotel marketing strategy 2018",36,10,73,20,0.00,N/A,https://www.cloudbeds.com/articles/why-your-hotel-marketing-strategy-should-include-pr/,0,0.00,0
"hostel chiang mai",37,10,46,46,0.41,1.16,https://hotels.cloudbeds.com/reservation/s4lSRx,0,0.00,0
"hostels in galway ireland",11,70,59,59,0.35,2.29,https://hotels.cloudbeds.com/reservation/nA7sR9,0,0.00,0
"hostels in salthill galway",9,10,31,31,0.86,1.28,https://hotels.cloudbeds.com/reservation/rZBmKU,0,0.00,0
"advertising industry hashtags",34,10,48,48,0.00,N/A,https://www.cloudbeds.com/articles/travel-hashtags-hotel-marketing-and-social-media/,0,0.00,0
"free booking system",84,10,55,71,0.92,6.03,https://www.cloudbeds.com/booking-engine/,0,0.00,0
"hospitality and marketing",14,10,48,32,0.14,N/A,https://www.cloudbeds.com/hospitality-marketing/,0,0.00,0
"cvv number on debit card",45,10,60,44,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/230564047-What-if-my-credit-card-does-not-have-a-CCV-CVV-code-,0,0.00,0
"information systems used in hotel industry",12,10,77,77,0.14,N/A,https://www.cloudbeds.com/articles/8-functions-your-property-management-system-needs/,0,0.00,0
"hanoi hostels",7,10,60,35,0.31,0.70,https://hotels.cloudbeds.com/booking/reservation/T6qYu7,0,0.00,0
"hotels in brazzaville",6,10,72,90,0.57,N/A,https://hotels.cloudbeds.com/reservation/gDEtFU,0,0.00,0
"hostelworld galway city hostel",13,10,20,63,0.29,3.93,https://hotels.cloudbeds.com/reservation/IUmGeU,0,0.00,0.39
"moon garden",10,20,73,73,0.00,N/A,https://hotels.cloudbeds.com/reservation/d9pz6e,0,0.00,0
"online reservation system free",55,10,89,89,1.00,N/A,https://www.cloudbeds.com/booking-engine/,0,0.00,0
"hotel revenue management pdf",6,10,19,34,0.62,4.90,https://www.cloudbeds.com/articles/revenue-management-guide/,0,0.00,0.49
"canada apartments toronto",32,10,87,87,0.47,1.92,https://hotels.cloudbeds.com/reservation/Prtyc2,0,0.00,0
"front office hotel",24,10,14,14,0.00,N/A,https://www.cloudbeds.com/articles/optimize-propertys-front-desk-operations/,0,0.00,0
"hotel promotion strategy",51,10,60,57,0.00,N/A,https://www.cloudbeds.com/articles/top-7-ways-to-increase-hotel-sales/,0,0.00,0
"where are add ons",36,10,92,92,0.00,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360004338693-Add-Ons-Overview,0,0.00,0
"pms in front office",21,10,44,19,0.00,N/A,https://www.cloudbeds.com/property-management-system/,0,0.00,0
"front desk daily checklist",3,10,5,10,0.00,N/A,https://www.cloudbeds.com/articles/optimize-propertys-front-desk-operations/,0,0.00,0
"hotel automation software",39,10,12,11,0.00,N/A,https://www.cloudbeds.com/hotel-management-software/,0,0.00,0
"types of service in hotel",20,10,23,14,0.00,N/A,https://www.cloudbeds.com/articles/types-hotel-guests/,0,0.00,0
"hotel pms",24,20,27,11,0.71,4.02,https://www.cloudbeds.com/articles/8-functions-your-property-management-system-needs/,0,0.00,0.8
"fully furnished apartments near me",12,10,76,76,0.00,N/A,https://hotels.cloudbeds.com/reservation/lCMgil?widget=1,0,0.00,0
"b&b sligo",6,440,95,95,0.38,1.28,https://hotels.cloudbeds.com/reservation/eAzVNb,0,0.00,0
"airbnb map search not showing",12,10,55,46,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/360008916494-How-to-Connect-Airbnb-API-to-myallocator,0,0.00,0
"plovdiv hotels",40,20,93,93,0.57,1.16,https://hotels.cloudbeds.com/reservation/ZzZ5Ur,0,0.00,0
"managing labor costs in the hospitality industry",9,10,25,26,0.00,N/A,https://www.cloudbeds.com/articles/how-hotel-operating-costs-affect-the-bottom-line/,0,0.00,0
"elavon credit card machine instructions",4,10,24,19,0.24,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/219014248-Elavon-Connection-Guide,0,0.00,0
"houses for sale in andorra la vella",4,10,85,85,0.00,N/A,https://hotels.cloudbeds.com/reservation/eb6DxV,0,0.00,0
"burgas hotels",6,10,66,66,0.50,1.83,https://hotels.cloudbeds.com/reservation/ZzZ5Ur,0,0.00,0
"youth hostel galway ireland",19,10,73,73,0.43,0.33,https://hotels.cloudbeds.com/reservation/nA7sR9,0,0.00,0
"online hotel management system",39,10,41,17,0.00,N/A,https://www.cloudbeds.com/articles/hotel-management-software-guide/,0,0.00,0
"river valley wicklow glamping",7,30,80,80,0.00,N/A,https://hotels.cloudbeds.com/reservation/MouCwO,0,0.00,0
"front office operation",25,10,9,10,0.00,N/A,https://www.cloudbeds.com/articles/optimize-propertys-front-desk-operations/,0,0.00,0
"airbnb free",25,10,39,39,0.00,N/A,https://www.cloudbeds.com/ebooks/getting-started-with-airbnb/,0,0.00,0
"b&b wexford town centre",5,30,96,96,0.64,0.75,https://hotels.cloudbeds.com/reservation/eAzVNb,0,0.00,0
"group reservation procedure in hotel",12,10,24,24,0.29,N/A,https://www.cloudbeds.com/groups/,0,0.00,0
"roommaster tutorial",5,10,34,34,0.00,N/A,https://hotels.cloudbeds.com/api/docs/,0,0.00,0
"guest house management software",29,10,16,15,0.00,N/A,https://www.cloudbeds.com/bed-breakfasts/,0,0.00,0
"antwerpen belgium",43,10,26,26,0.00,N/A,https://hotels.cloudbeds.com/reservation/Mwjd6y/,0,0.00,0
"hotel room quotation letter",5,10,39,44,0.00,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,0,0.00,0
"accommodation howth dublin",5,20,74,73,0.48,1.19,https://hotels.cloudbeds.com/reservation/VntZJy,0,0.00,0
"what is property management system",31,10,24,13,0.00,N/A,https://www.cloudbeds.com/articles/8-functions-your-property-management-system-needs/,0,0.00,0
"pms booking system",36,10,22,29,1.00,N/A,https://www.cloudbeds.com/pms-system/,0,0.00,0
"hotel service definition",30,10,95,95,0.00,N/A,https://www.cloudbeds.com/articles/types-hotel-guests/,0,0.00,0
"castle country house",7,10,77,77,0.14,N/A,https://hotels.cloudbeds.com/reservation/fyzUtz,0,0.00,0
"new mill accommodation dublin",5,30,21,21,0.30,2.02,https://destinystudent.cloudbeds.com/reservation/jxfdpn?referral_id=113&association_direct=1,0,0.00,0.61
"best hotel reservation software",22,10,13,33,0.00,N/A,https://www.cloudbeds.com/articles/hotel-management-software-guide/,0,0.00,0
"the mitre hotel manchester",8,30,93,89,0.46,2.01,https://hotels.cloudbeds.com/reservation/l1QAUW,0,0.00,0
"palanga hotels",6,20,58,69,0.61,1.78,https://hotels.cloudbeds.com/reservation/ZzZ5Ur,0,0.00,0
"dublin federation ica facebook",9,20,61,61,0.00,N/A,https://hotels.cloudbeds.com/reservation/ZzZ5Ur,0,0.00,0
"hotel security",5,10,43,16,0.15,1.94,https://www.cloudbeds.com/articles/hotel-security-data-breach/,0,0.00,0
"yeah hostel barcelona",7,30,13,8,0.37,4.91,https://hotels.cloudbeds.com/booking/reservation/qoGFRS,0,0.00,1.47
"b&b blackpool cork",10,30,49,51,0.57,1.66,https://hotels.cloudbeds.com/reservation/ZIxSJX,0,0.00,0
"best hotel booking software",25,10,28,47,0.00,N/A,https://www.cloudbeds.com/articles/hotel-management-software-guide/,0,0.00,0
"inch beach camping",20,90,87,87,0.00,N/A,https://hotels.cloudbeds.com/en/reservation/lU6TSf,0,0.00,0
"hotel application software",47,10,13,10,0.00,N/A,https://www.cloudbeds.com/hotel-management-software/,0,0.00,0
"tipperary house dublin bed and breakfast in dublin dublin 8",6,10,34,32,0.00,N/A,https://hotels.cloudbeds.com/en/reservas/KX4qYm,0,0.00,0
"free booking website",76,10,63,71,0.86,1.11,https://www.cloudbeds.com/booking-engine/,0,0.00,0
"revenue management strategies",17,10,28,39,0.14,N/A,https://www.cloudbeds.com/articles/revenue-management-guide/,0,0.00,0
"hotels in leitrim",10,880,80,80,0.41,0.58,https://hotels.cloudbeds.com/reservation/ZzZ5Ur,0,0.00,0
