Keyword,Difficulty,"Search vol.",Position,"Previous position",Competition,CPC,URL,Traffic,"Traffic share","Traffic cost"
"mevagissey bay hotel",42,1300,25,19,0.00,0.18,https://hotels.cloudbeds.com/en/reservas/acNZCV?ga_sess_id=875869557.1574294400,13,0.64,2.34
"hotel management software",24,140,4,5,0.60,8.03,https://www.cloudbeds.com/hotel-management-software/,11,0.54,91.06
"vrbo login",57,1000,13,26,0.04,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/360005155193-How-to-connect-Vacation-Rentals-By-Owner-VRBO-HomeAway-with-myallocator,10,0.49,0
"backpackers in london",40,1000,22,24,1.00,0.86,https://hotels.cloudbeds.com/reservation/1IeSFm,10,0.49,8.6
"payment ledger",6,30,1,1,0.02,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/218511517-Payment-Ledger-Report,9,0.44,0
"hotel email confirmation",12,30,1,1,0.02,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,9,0.44,0
"hotel confirmation email",11,30,1,1,0.00,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,9,0.44,0
"hotels management software",25,140,5,6,0.70,8.03,https://www.cloudbeds.com/hotel-management-software/,8,0.39,68.58
"booking.com extranet",23,870,15,17,0.00,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/211857268-How-to-Connect-Booking-com-to-myfrontdesk,8,0.39,0
iescape,57,810,13,26,0.00,0.84,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360007469314-How-to-Connect-i-escape-to-myfrontdesk,8,0.39,6.8
"dusun resort malaysia",7,880,26,26,0.03,0.11,https://hotels.cloudbeds.com/reservation/ogtzed,8,0.39,0.97
shons,5,880,16,17,0.00,N/A,https://hotels.cloudbeds.com/reservation/JnvWtO,8,0.39,0
"elavon connect",21,360,10,11,0.08,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/219014248-Elavon-Connection-Guide,8,0.39,0
"viceroy bali",10,720,13,27,0.01,0.08,https://hotels.cloudbeds.com/reservation/NnF1Ip,7,0.34,0.58
"channel management",3,720,17,19,0.49,9.1,https://www.cloudbeds.com/articles/what-is-channel-management/,7,0.34,65.52
"channel managers",20,720,14,14,0.49,9.1,https://www.cloudbeds.com/articles/best-channel-manager-for-your-hotel/,7,0.34,65.52
"hostel inverness",7,720,28,28,0.10,0.29,https://hotels.cloudbeds.com/reservation/s9WUOw,7,0.34,2.09
myallocator,16,90,4,2,0.13,N/A,https://myallocator.cloudbeds.com/hc/en-us,7,0.34,0
"the saddle room",5,720,12,7,0.00,0.26,https://hotels.cloudbeds.com/reservation/hF9s8T,7,0.34,1.87
channelmanager,21,720,21,9,0.49,9.1,https://www.cloudbeds.com/channel-manager/,7,0.34,65.52
"homeaway vrbo",19,720,22,16,0.11,0.01,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/219875188-How-to-Connect-Vacation-Rentals-By-Owner-VRBO-HomeAway-Calendar-Based-Channel-with-myfrontdesk,7,0.34,0.07
"backpack hostel",15,720,13,18,0.01,0.24,https://hotels.cloudbeds.com/reservation/1IeSFm,7,0.34,1.73
"confirmation of hotel booking",14,90,4,5,0.01,0.40,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,7,0.34,2.92
"hostel backpackers",18,720,11,11,0.01,0.24,https://hotels.cloudbeds.com/reservation/1IeSFm,7,0.34,1.73
"today taka rate baraka",2,720,22,22,0.00,N/A,https://hotels.cloudbeds.com/reservation/eQruZF,7,0.34,0
"mariana sevana",4,720,21,25,0.00,N/A,https://hotels.cloudbeds.com/en/reservas/Wz78D1,7,0.34,0
"channel manager",22,720,28,10,0.59,5.12,https://www.cloudbeds.com/channel-manager/,7,0.34,36.86
"indian head resort",24,110,5,5,0.00,N/A,https://hotels.cloudbeds.com/reservation/yN3UwJ,6,0.29,0
tiket,16,210,8,8,0.02,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360019133573-How-to-Connect-Tiket-com-to-myfrontdesk,6,0.29,0
"hotel management softwares",25,140,6,6,0.70,10.37,https://www.cloudbeds.com/hotel-management-software/,6,0.29,63.88
"hotel guest",6,20,1,2,0.00,N/A,https://www.cloudbeds.com/articles/types-hotel-guests/,6,0.29,0
"hu ha hin",48,290,10,75,0.01,0.21,https://hotels.cloudbeds.com/en/reservas/n1qOVW?ga_sess_id=1110955230.1575517818,6,0.29,1.46
"sop hotel",4,20,1,1,0.05,N/A,https://www.cloudbeds.com/articles/hotel-standard-operating-procedure/,6,0.29,0
"bali viceroy",10,590,19,32,0.01,0.08,https://hotels.cloudbeds.com/reservation/NnF1Ip,5,0.25,0.47
"durty nellys amsterdam",4,210,9,11,0.02,0.27,https://hotels.cloudbeds.com/reservation/sVtoMq,5,0.25,1.47
"hostel in leeds",4,590,22,15,0.05,0.16,https://hotels.cloudbeds.com/reservation/tFKWr6,5,0.25,0.94
"leeds hostels",4,590,29,29,0.05,0.16,https://hotels.cloudbeds.com/reservation/EJP5st,5,0.25,0.94
"mr mrs smith hotels",12,590,21,21,0.11,0.67,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360016012413-How-to-Connect-Mr-Mrs-Smith-Smith-Hotels-to-myfrontdesk,5,0.25,3.95
"mr & mrs smith hotels",11,590,20,23,0.11,1.09,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360016012413-How-to-Connect-Mr-Mrs-Smith-Smith-Hotels-to-myfrontdesk,5,0.25,6.43
"queen stay apartments sheffield",4,210,10,11,0.25,0.24,https://hotels.cloudbeds.com/reservation/lak2VX,5,0.25,1.21
"mr mrs smith hotel",12,590,20,16,0.11,0.90,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360016012413-How-to-Connect-Mr-Mrs-Smith-Smith-Hotels-to-myfrontdesk,5,0.25,5.31
"software for hotels",32,170,7,7,0.43,6.24,https://www.cloudbeds.com/hotel-management-software/,5,0.25,37.13
"podshare los angeles",20,30,2,2,0.00,N/A,https://thepodshare.cloudbeds.com/,5,0.25,0
"podshare la",19,30,2,2,0.00,N/A,https://thepodshare.cloudbeds.com/,5,0.25,0
"hotel booking confirmation",13,90,5,5,0.07,2.89,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,5,0.25,15.87
"software for hotel",30,170,8,8,0.43,6.24,https://www.cloudbeds.com/hotel-management-software/,5,0.25,32.88
"jacobs inn dublin",7,480,28,65,0.05,0.24,https://hotels.cloudbeds.com/reservation/ItXEap,4,0.20,1.15
"admin laterooms",17,480,26,29,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/211154627-How-to-create-an-account-List-your-property-on-all-channel-Online-Travel-Agency-accounts,4,0.20,0
"backpackers london",13,480,17,24,0.99,0.43,https://hotels.cloudbeds.com/reservation/1IeSFm,4,0.20,2.06
"inversnaid bunkhouse",6,480,16,15,0.00,0.34,https://hotels.cloudbeds.com/reservation/gmMtdW,4,0.20,1.63
"hotel software",36,170,9,9,0.43,6.24,https://www.cloudbeds.com/hotel-management-software/,4,0.20,27.58
"vrbo owner login",11,480,16,10,0.01,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/219875188-How-to-Connect-Vacation-Rentals-By-Owner-VRBO-HomeAway-Calendar-Based-Channel-with-myfrontdesk,4,0.20,0
"hotels emails",9,40,3,3,0.05,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,4,0.20,0
"london backpacker hostel",7,170,10,14,0.08,0.25,https://hotels.cloudbeds.com/reservation/1IeSFm,4,0.20,1.02
rigaapartment,5,140,7,6,0.07,0.18,https://hotels.cloudbeds.com/reservation/lHVuh9,4,0.20,0.88
revato,9,70,5,6,0.00,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360015473294-How-to-connect-Revato-by-HotelsCombined-with-myfrontdesk,4,0.20,0
"cloud 9 camping",4,70,5,8,0.00,N/A,https://hotels.cloudbeds.com/reservation/itXu8V,4,0.20,0
"airbnb login problem",18,390,22,19,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/360009716614-Errors-during-Airbnb-API-mapping-process-and-issues-after-connection,3,0.15,0
"hotel emails",32,40,4,2,0.05,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,3,0.15,0
"login homeaway",5,360,11,9,0.00,0.63,https://myallocator.cloudbeds.com/hc/en-us/articles/360005155193-How-to-connect-Vacation-Rentals-By-Owner-VRBO-HomeAway-with-myallocator,3,0.15,2.27
"laterooms extranet",9,390,26,21,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/211154627-How-to-create-an-account-List-your-property-on-all-channel-Online-Travel-Agency-accounts,3,0.15,0
"cloudbeds myallocator",29,10,1,1,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us,3,0.15,0
"magazine on planes",18,50,5,3,0.49,0.33,https://www.cloudbeds.com/articles/what-you-need-to-know-about-in-flight-magazines/,3,0.15,1.01
"hotel booking confirmation template",5,20,2,2,0.00,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,3,0.15,0
"motel air",4,390,14,14,0.16,0.16,https://hotels.cloudbeds.com/en/reservas/cB5pn2?ga_sess_id=1951319036.1566438463,3,0.15,0.62
"booking email template",9,10,1,1,0.08,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,3,0.15,0
"certified green hotel",31,10,1,12,0.00,N/A,https://www.cloudbeds.com/articles/eco-friendly-hotel-certifications-overview/,3,0.15,0
"software para hotel",8,10,1,2,1.00,N/A,https://www.cloudbeds.com/es/software-gestion-hotelera/,3,0.15,0
"confirmation hotel booking",15,90,6,9,0.01,0.40,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,3,0.15,1.58
"pms system",28,390,12,24,0.47,5.06,https://www.cloudbeds.com/articles/8-functions-your-property-management-system-needs/,3,0.15,19.73
"bazpackers inverness",5,90,6,6,0.05,N/A,https://hotels.cloudbeds.com/reservation/PFK94r,3,0.15,0
"www booking com extranet",23,320,25,25,0.00,0.02,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/211857268-How-to-Connect-Booking-com-to-myfrontdesk,3,0.15,0.06
"pub love",13,20,2,2,0.00,0.60,https://publove.cloudbeds.com/,3,0.15,2.11
"mad monkey bangkok",6,110,8,8,0.04,N/A,https://hotels.cloudbeds.com/de/reservation/dOyAMf,3,0.15,0
"hourly rooms",13,390,27,37,0.06,0.41,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360053311534-Hourly-Reservations-and-Event-Rooms-How-to-set-up-an-account-for-hourly-day-use-using-Shared-Inventory,3,0.15,1.6
"hotel public relations",7,10,1,1,0.00,1.58,https://www.cloudbeds.com/articles/why-your-hotel-marketing-strategy-should-include-pr/,3,0.15,5.14
"nacpan beach",5,390,17,11,0.00,N/A,https://hotels.cloudbeds.com/reservation/thZXYm,3,0.15,0
"hotel guests",16,20,2,1,0.00,N/A,https://www.cloudbeds.com/articles/types-hotel-guests/,3,0.15,0
"oakerthorpe holiday village",4,320,19,35,0.00,N/A,https://hotels.cloudbeds.com/reservation/OgMZ4m,3,0.15,0
"hostel vancouver",6,320,28,33,0.05,0.18,https://hotels.cloudbeds.com/reservation/hv6Vxk,3,0.15,0.58
"expedia virtual card",3,90,7,9,0.07,1.95,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/223292588-What-is-the-difference-between-Expedia-Collect-and-Hotel-Collect-bookings-,3,0.15,6.14
"decolar despegar",26,10,1,1,0.00,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/228004388-How-to-Connect-Decolar-Despegar-with-myfrontdesk,3,0.15,0
"cosy houseboat alleppey",22,10,1,1,0.00,N/A,https://hotels.cloudbeds.com/reservation/FvYs4M,3,0.15,0
"the swan inn esher",4,390,25,26,0.00,N/A,https://hotels.cloudbeds.com/en/reservas/NmRz7u?ga_sess_id=1077014096.1581379200,3,0.15,0
"eco hotel certification",22,10,1,2,0.00,N/A,https://www.cloudbeds.com/articles/eco-friendly-hotel-certifications-overview/,3,0.15,0
"hostelworld inbox",19,110,8,6,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/206228677-How-to-connect-Hostelworld-and-or-Hostelbookers-to-myallocator,3,0.15,0
"jose pizarro esher",4,320,19,19,0.06,N/A,https://hotels.cloudbeds.com/en/reservas/NmRz7u?ga_sess_id=1077014096.1581379200,3,0.15,0
"pms and a channel manager",4,10,1,1,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/217040938-What-is-the-difference-between-a-PMS-a-Channel-Manager-and-an-Online-Travel-Agency-Channel-,3,0.15,0
"myallocator airbnb",9,10,1,1,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/360008916494-How-to-Connect-Airbnb-API-to-myallocator,3,0.15,0
"pms channel",9,10,1,1,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/217040938-What-is-the-difference-between-a-PMS-a-Channel-Manager-and-an-Online-Travel-Agency-Channel-,3,0.15,0
"channel manager and pms",9,10,1,1,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/217040938-What-is-the-difference-between-a-PMS-a-Channel-Manager-and-an-Online-Travel-Agency-Channel-,3,0.15,0
"myallocator cloudbeds",20,10,1,1,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us,3,0.15,0
"cloudbeds channel manager",21,10,1,1,0.21,4.36,https://www.cloudbeds.com/channel-manager/,3,0.15,14.17
"pms and channel manager",5,10,1,1,0.43,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/217040938-What-is-the-difference-between-a-PMS-a-Channel-Manager-and-an-Online-Travel-Agency-Channel-,3,0.15,0
"pms channel manager",9,10,1,1,0.32,4.72,https://myallocator.cloudbeds.com/hc/en-us/articles/217040938-What-is-the-difference-between-a-PMS-a-Channel-Manager-and-an-Online-Travel-Agency-Channel-,3,0.15,15.34
"booking com extranet",23,340,14,12,0.01,1.08,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360040695774-Booking-com-Errors-Troubleshooting-and-Frequently-Asked-Questions,3,0.15,3.67
"hotel reservation confirmation email",8,10,1,2,0.00,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,3,0.15,0
"eco hotels certified",13,10,1,1,0.00,N/A,https://www.cloudbeds.com/articles/eco-friendly-hotel-certifications-overview/,3,0.15,0
"types of hostels",19,10,1,3,0.00,N/A,https://www.cloudbeds.com/articles/8-types-of-hostels-to-visit/,3,0.15,0
"how to increase sales in hospitality",22,10,1,4,0.00,N/A,https://www.cloudbeds.com/articles/top-7-ways-to-increase-hotel-sales/,3,0.15,0
"skykomish campground",4,10,1,1,0.14,N/A,https://hotels.cloudbeds.com/reservation/oZj2kA,3,0.15,0
"guest of hotel",4,10,1,2,0.00,N/A,https://www.cloudbeds.com/articles/types-hotel-guests/,3,0.15,0
"hotel booking confirmation email",9,10,1,2,0.00,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,3,0.15,0
"hotel confirmation email template",11,10,1,1,0.00,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,3,0.15,0
"how to improve hotel business",22,10,1,1,1.00,N/A,https://www.cloudbeds.com/articles/top-7-ways-to-increase-hotel-sales/,3,0.15,0
"pod hotel los angeles",20,10,1,1,0.18,N/A,https://thepodshare.cloudbeds.com/,3,0.15,0
"reservation email template",12,10,1,2,0.14,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,3,0.15,0
"reservation notes",4,10,1,1,0.00,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/217997148-Adding-viewing-and-archiving-Reservation-Notes,3,0.15,0
"room confirmation email",13,10,1,2,0.00,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,3,0.15,0
"room report hotel",11,10,1,3,0.00,N/A,https://www.cloudbeds.com/articles/6-reports-your-hotel-should-run-every-night/,3,0.15,0
"room reservation email template",8,10,1,1,0.00,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,3,0.15,0
"hotel photography",2,210,23,27,0.28,1.45,https://www.cloudbeds.com/wp-content/uploads/2014/09/CloudBeds-Tips-on-Hotel-Photography-v31.pdf,2,0.10,3.05
"saddle room",6,60,7,11,0.00,N/A,https://hotels.cloudbeds.com/reservation/hF9s8T,2,0.10,0
"hotel management system",26,110,10,7,0.44,6.43,https://www.cloudbeds.com/hotel-management-software/,2,0.10,16.98
"maya beach hotel",4,210,21,31,0.08,0.30,https://hotels.cloudbeds.com/reservation/jyTWBZ,2,0.10,0.63
"best online travel agency",19,260,25,32,0.21,0.68,https://www.cloudbeds.com/articles/analysis-of-major-online-travel-agencies-otas/,2,0.10,1.77
"room mapping",23,260,11,10,0.03,0.24,https://myallocator.cloudbeds.com/hc/en-us/articles/208514128-Room-Mapping-Guidelines,2,0.10,0.62
"hotel channel manager",13,210,12,10,0.31,7.89,https://www.cloudbeds.com/articles/best-channel-manager-for-your-hotel/,2,0.10,16.57
"astor hyde park",9,210,20,19,0.10,0.31,https://astor.cloudbeds.com/,2,0.10,0.65
"reykjavik residence hotel",4,260,25,32,0.02,0.15,https://hotels.cloudbeds.com/reservation/Bvno0a,2,0.10,0.39
"online travel agencies",10,240,18,18,0.33,0.99,https://www.cloudbeds.com/articles/analysis-of-major-online-travel-agencies-otas/,2,0.10,2.38
"login airbnb",19,280,15,17,0.00,0.87,https://myallocator.cloudbeds.com/hc/en-us/articles/360008916494-How-to-Connect-Airbnb-API-to-myallocator,2,0.10,2.44
"glamping hub",11,260,27,21,0.00,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/360023523974-Connecting-Glamping-Hub-to-myallocator,2,0.10,0
"cohort hostel",5,210,14,12,0.00,N/A,https://hotels.cloudbeds.com/reservation/dkBwj6,2,0.10,0
"code hostel edinburgh",7,210,16,20,0.02,0.34,https://hotels.cloudbeds.com/reservation/XdCGmE,2,0.10,0.71
"airbnb api",15,210,15,11,0.00,1.15,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/360007475294-How-to-Connect-Airbnb-API-to-myfrontdesk,2,0.10,2.42
"riverside hotel ashford in the water",4,210,20,20,0.00,0.51,https://hotels.cloudbeds.com/reservation/Qly1EZ,2,0.10,1.07
"st ives hostel",5,260,21,28,0.04,0.14,https://hotels.cloudbeds.com/reservation/dkBwj6,2,0.10,0.36
"what is channel management",6,110,10,7,0.30,4.69,https://www.cloudbeds.com/articles/what-is-channel-management/,2,0.10,12.38
"madrid central suites",5,30,4,5,0.00,N/A,https://madridcentralsuites.cloudbeds.com/,2,0.10,0
"nomads hostel cardiff",4,260,15,18,0.06,N/A,https://hotels.cloudbeds.com/reservation/Mij52p,2,0.10,0
"rikitikitavi kampot",5,70,7,7,0.00,N/A,https://hotels.cloudbeds.com/en/reservas/JUtvcA,2,0.10,0
"vrbo login in",23,210,12,24,0.00,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/219875188-How-to-Connect-Vacation-Rentals-By-Owner-VRBO-HomeAway-Calendar-Based-Channel-with-myfrontdesk,2,0.10,0
"hotel target market",11,20,3,2,0.03,N/A,https://www.cloudbeds.com/articles/how-to-identify-your-hotels-target-market/,2,0.10,0
"hotel running costs",6,20,3,1,0.01,N/A,https://www.cloudbeds.com/articles/how-hotel-operating-costs-affect-the-bottom-line/,2,0.10,0
"harbourville hotel",5,40,5,6,0.06,N/A,https://hotels.cloudbeds.com/en/reservas/oDPyPc,2,0.10,0
"report about hotel",11,50,6,5,0.03,N/A,https://www.cloudbeds.com/articles/6-reports-your-hotel-should-run-every-night/,2,0.10,0
"oxford central backpackers",4,110,10,20,0.02,0.47,https://hotels.cloudbeds.com/en/reservas/k1RHbB?ga_sess_id=1544480205.1583020800,2,0.10,1.24
"prime backpackers bournemouth",3,210,24,25,0.13,0.16,https://hotels.cloudbeds.com/reservation/btEAkm,2,0.10,0.34
"hotel channel management",13,210,16,16,0.28,7.89,https://www.cloudbeds.com/articles/best-channel-manager-for-your-hotel/,2,0.10,16.57
"email confirmation template",22,210,29,26,0.06,1.48,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,2,0.10,3.11
"dream catcher cabin",34,290,26,6,0.02,N/A,https://hotels.cloudbeds.com/reservation/DW3jgr,2,0.10,0
"credit cards password",18,30,4,3,0.18,N/A,https://myallocator.cloudbeds.com/hc/en-us/articles/205456388-How-to-update-or-reset-your-Credit-Card-Password,2,0.10,0
"contact sagepay",15,210,27,30,0.13,2.46,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/219014288-Opayo-Sage-Pay-Connection-Guide-,2,0.10,5.17
"channel manager hotels",15,210,12,10,0.28,7.89,https://www.cloudbeds.com/articles/best-channel-manager-for-your-hotel/,2,0.10,16.57
"hostel st ives",5,260,20,21,0.04,0.19,https://hotels.cloudbeds.com/reservation/dkBwj6,2,0.10,0.49
"bookings com extranet",18,280,15,69,0.00,0.72,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/211857268-How-to-Connect-Booking-com-to-myfrontdesk,2,0.10,2.02
"software para hoteles",8,10,2,5,0.14,N/A,https://www.cloudbeds.com/hotel-management-software/,1,0.05,0
"confirmation hotel reservation",17,20,4,6,0.01,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,1,0.05,0
"bookings com extranet login",17,130,14,11,0.00,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/211857268-How-to-Connect-Booking-com-to-myfrontdesk,1,0.05,0
"booking engines",8,110,19,13,0.50,2.72,https://www.cloudbeds.com/booking-engine/,1,0.05,2.99
"booking com login extranet",18,130,27,48,0.00,N/A,https://myfrontdesk.cloudbeds.com/hc/en-us/articles/211857268-How-to-Connect-Booking-com-to-myfrontdesk,1,0.05,0
"backpacker hostels london",14,170,15,15,0.08,0.29,https://hotels.cloudbeds.com/reservation/1IeSFm,1,0.05,0.49
"backpacker hostels in london",14,170,16,19,0.08,0.21,https://hotels.cloudbeds.com/reservation/1IeSFm,1,0.05,0.36
"airport advertisement",5,110,21,14,0.06,1.77,https://www.cloudbeds.com/articles/how-to-advertise-in-airports/,1,0.05,1.95
"hostel rouen",4,110,18,18,0.00,N/A,https://hotels.cloudbeds.com/en/reservas/sygZBq?ga_sess_id=894920859.1556409600,1,0.05,0
"secret garden cotopaxi",3,40,8,7,0.01,N/A,https://hotels.cloudbeds.com/reservation/pawjx1,1,0.05,0
"program for hotel management",20,30,6,6,0.42,3.07,https://www.cloudbeds.com/hotel-management-software/,1,0.05,4.05
"podshare hollywood",16,10,2,3,0.01,N/A,https://thepodshare.cloudbeds.com/,1,0.05,0
"hostel management software",5,10,2,2,0.36,N/A,https://www.cloudbeds.com/hostels/,1,0.05,0
"eco motel johannesburg",5,10,3,5,0.00,N/A,https://hotels.cloudbeds.com/reservation/4EfKId,1,0.05,0
"customer hotel",11,50,7,7,0.00,N/A,https://www.cloudbeds.com/articles/types-hotel-guests/,1,0.05,0
"chai lai orchid",6,110,11,23,0.00,N/A,https://hotels.cloudbeds.com/en/reservas/sast3E,1,0.05,0
"harbour ville hotel in singapore",5,40,6,7,0.05,N/A,https://hotels.cloudbeds.com/en/reservas/oDPyPc,1,0.05,0
"boana torre malibu",4,10,3,4,0.00,N/A,https://hotels.cloudbeds.com/en/reservas/nV1fqC,1,0.05,0
"email hotel reservation",34,10,3,3,0.00,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,1,0.05,0
"hotels in black isle",4,140,22,30,0.04,0.18,https://hotels.cloudbeds.com/reservation/s9WUOw,1,0.05,0.25
"hospitality management system",15,110,22,13,0.46,1.88,https://www.cloudbeds.com/,1,0.05,2.07
"leeds youth hostel",4,140,19,26,0.04,0.16,https://hotels.cloudbeds.com/reservation/tFKWr6,1,0.05,0.22
"pms system hotel",17,170,23,16,0.48,4.26,https://www.cloudbeds.com/property-management-system/,1,0.05,7.24
"revenue management in hotels",9,140,27,24,0.33,3.14,https://www.cloudbeds.com/articles/revenue-management-guide/,1,0.05,4.4
"revenue management hotels",9,170,23,70,0.33,4.05,https://www.cloudbeds.com/articles/revenue-management-guide/,1,0.05,6.89
"reservation confirmation hotel",13,20,4,6,0.01,N/A,https://www.cloudbeds.com/articles/four-common-email-templates-build-better-relationships-guests/,1,0.05,0
"public relations in hotels",7,10,2,2,0.00,1.31,https://www.cloudbeds.com/articles/why-your-hotel-marketing-strategy-should-include-pr/,1,0.05,2.31
"pr hotel",7,50,9,4,0.09,1.26,https://www.cloudbeds.com/articles/why-your-hotel-marketing-strategy-should-include-pr/,1,0.05,1.64
